Drug_Name,Reason,Description
Griseofulvin (Torque) 250Mg Tablet 10's,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Grisoral 250mg Tablet 10'S,Fungal,works by slowing the growth of fungi that cause infection
Grisovin FP 250mg Tablet 10'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Grisovin FP 500mg Tablet 10'SGrisovin FP 250mg Tablet 40'S,Fungal,it removes bacteria
Guficap 70mg Injection 1'S,Fungal,it reduces growth of fungus
Gynodaktarin Gel 20gm,Fungal,it removes moisture 
Hairshine KTZ Soap 75gm,Fungal,it removes bacteria
Halotop M Cream 10gm,Fungal,it reduces growth of fungus
Hhderm Cream 10gm,Fungal,it removes moisture 
Hhzole Cream 10gm,Fungal,treat associated penile thrush (candidal balanitis)
Hifen 250mg Tablet 4'SHifen 1% Lotion 15ml,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Hilzol 150mg Tablet 1'S,Fungal,works by slowing the growth of fungi that cause infection
Hospicasp 70mg Injection 1'SHospicasp 50mg Injection 1'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Hospicin B 50mg Injection 1'S,Fungal,it removes bacteria
Hyphoral Tablet 10'S,Fungal,it reduces growth of fungus
Hyphoral 2% Lotion 50ml,Fungal,it removes moisture 
I Tyza 200mg Capsule 7'SI Tyza Capsule 7'S,Fungal,treat associated penile thrush (candidal balanitis)
I Win 200mg Capsule 7'SI Win 100mg Capsule 7'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Ibicasp 50mg Injection 1'S,Fungal,works by slowing the growth of fungi that cause infection
Ibilul Lotion 20mlIbilul Cream 30gm,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Ibimica 50mg Injection 1'S,Fungal,it removes bacteria
Ibinator 200mg Capsule 10'SIbinator 100mg Capsule 10'S,Fungal,it reduces growth of fungus
Ibisert Cream 30gm,Fungal,it removes moisture 
Ibitra 200mg Capsule 10'SIbitra 100mg Capsule 10'S,Fungal,treat associated penile thrush (candidal balanitis)
Icon 150mg TabletIcon 150mg Capsule 1'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Ifin 500mg Tablet 7'SIfin Cream 10gmIfin Tablet 7'SIFIN Spray 50ml,Fungal,works by slowing the growth of fungi that cause infection
IKON 150mg Capsule 1's,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
ILASTAR 100mg Capsule 4'sILASTAR 200mg Capsule 4's,Fungal,it removes bacteria
Imidil B 0.025/1% Cream 15gm,Fungal,it reduces growth of fungus
Imidil Dust Powder 100gm,Fungal,it removes moisture 
Imidil Skin Cream 15gm,Fungal,treat associated penile thrush (candidal balanitis)
Imograf Ointment 20gm,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Imograf Forte Lotion 20ml,Fungal,works by slowing the growth of fungi that cause infection
Indizole 200mg Capsule 4'SIndizole 100mg Capsule 7'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Intawin 200mg Tablet 10'SIntawin 150mg Tablet 1'SIntawin 400mg Tablet 1'S,Fungal,it removes bacteria
Intranil 100mg Capsule 6'S,Fungal,it reduces growth of fungus
Iphytoral 200mg Capsule 10'SIphytoral 100mg Capsule 10'S,Fungal,it removes moisture 
IT Mac 100mg Capsule 10'SIT Mac 400mg Tablet 4'SIT Mac 100mg Capsule 4'SIT Mac 200mg Capsule 8'S,Fungal,it removes bacteria
Itaphyte 100mg Capsule 10'SItaphyte 200mg Capsule 7'SItaphyte 200mg Capsule 10'S,Fungal,it reduces growth of fungus
Itapro 200mg Capsule 4'SItapro 200mg Tablet 10'SItapro 200mg Tablet 7'SItapro 100mg Capsule 7'SItapro 100mg Capsule 4'S,Fungal,it removes moisture 
Itapro SR 400mg Tablet 4'S,Fungal,treat associated penile thrush (candidal balanitis)
Itaspor 2% Powder 50gmItaspor 100mg Injection 20mlItaspor SR 400mg Tablet 4'SItaspor 100mg Capsule 7'SItaspor Capsule 4'SItaspor 200mg Capsule 7'SItaspor 200mg Capsule 8'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
ITAZOL 100mg Capsule 8's,Fungal,works by slowing the growth of fungi that cause infection
Itbor 200mg Capsule 7'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Itchguard Cream 5gm,Fungal,it removes bacteria
Itchmosol Cream 15gmItchmosol Cream 4Gm,Fungal,it reduces growth of fungus
Itconz 200Mg Capsule 4'sItconz 100Mg Capsule 4's,Fungal,it removes moisture 
Itfine 200Mg Capsule 4'sItfine 100Mg Capsule 4's,Fungal,treat associated penile thrush (candidal balanitis)
Itgal 200mg Capsule 4'SItgal 100mg Capsule 4'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
ITKON 200mg Capsule 10's,Fungal,works by slowing the growth of fungi that cause infection
Itopsy 200mg Capsule 7'SItopsy 200mg Capsule 4'SItopsy 100mg Capsule 4'SItopsy 100mg Capsule 7'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Itpro 100mg Capsule 4'S,Fungal,it removes bacteria
Itra RD 100mg Capsule 10'S,Fungal,it reduces growth of fungus
Itra Plus 200mg Tablet 10'S,Fungal,it removes moisture 
Itra RD 200mg Capsule 10'S,Fungal,treat associated penile thrush (candidal balanitis)
Itrabest Capsule 10's,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Itrabest Ds Capsule 10's,Fungal,works by slowing the growth of fungi that cause infection
Itrabond 100mg Capsule 7'SItrabond 200mg Tablet 4'SItrabond 200mg Capsule 7'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Itrabond SR 200mg Tablet 4'S,Fungal,it removes bacteria
ITRABULL 100mg Capsule 10'sITRABULL 200mg Capsule 10's,Fungal,it reduces growth of fungus
Itracan 100mg Capsule 4'S,Fungal,it removes moisture 
Itracap 200mg Capsule 4'S,Fungal,treat associated penile thrush (candidal balanitis)
Itrachem 100mg Capsule 4'SItrachem 200mg Capsule 4'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Itracip 200mg Capsule 4'SItracip 100mg Capsule 4'S,Fungal,works by slowing the growth of fungi that cause infection
Itraclar 100mg Capsule 4'SItraclar 200mg Capsule 10'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Itracoe Gel 15gmItracoe 200Mg Capsule 10'sItracoe 100mg Capsule 4'SItracoe Dusting Powder 75gmItracoe 200mg Capsule 4'S,Fungal,it removes bacteria
Itracoe SR 400mg Tablet 4'S,Fungal,it reduces growth of fungus
Itradila 100mg Capsule 4'SItradila 200mg Tablet 4'SItradila 200mg Capsule 10'SItradila 200mg Capsule 4'SItradila 400mg Tablet 4'S,Fungal,it removes moisture 
Itradus 200mg Capsule 4'S,Fungal,it removes bacteria
Itrafix 200mg Capsule 4'SItrafix 100mg Capsule 4'S,Fungal,it reduces growth of fungus
Itrafung 100mg Capsule 10'SItrafung 200mg Capsule 2'S,Fungal,it removes moisture 
Itragen 200mg Capsule 8'SItragen 100mg Capsule 4'SItragen 200mg Capsule 4'S,Fungal,treat associated penile thrush (candidal balanitis)
Itragreat 200mg Capsule 7'SItragreat 100mg Capsule 7'SItragreat 400mg Capsule 4'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Itral Capsule 4'S,Fungal,works by slowing the growth of fungi that cause infection
Itralase 200mg Capsule 7'SItralase 100mg Capsule 15'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Itralent 100mg Capsule 10'SItralent 200mg Capsule 10'S,Fungal,it removes bacteria
Itralin 100mg Capsule 4'SItralin 100Mg Capsule 10'sItralin 200mg Capsule 4'SItralin 200Mg Capsule 10's,Fungal,it reduces growth of fungus
Itraliz 100mg Capsule 4'SITRALIZ 100mg Capsule 10'sItraliz 200mg Capsule 4'S,Fungal,it removes moisture 
Itranext 200mg Tablet 10'S,Fungal,treat associated penile thrush (candidal balanitis)
Itranox 200mg Capsule 4'SItranox 200Mg Capsule 7'sItranox 100mg Capsule 7'SItranox 100mg Capsule 4'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Itrapex 100mg Capsule 10'SItrapex 200mg Capsule 10'S,Fungal,works by slowing the growth of fungi that cause infection
ITRASAFE Capsule 4's,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Itraset 200Mg Tablet 10's,Fungal,it removes bacteria
Itrasig 100mg Capsule 4'S,Fungal,it reduces growth of fungus
Itrasil 100mg Capsule 10'SItrasil 200mg Capsule 10'S,Fungal,it removes moisture 
Itrason 200mg Capsule 4'SItrason 100mg Capsule 4'S,Fungal,treat associated penile thrush (candidal balanitis)
Itrastar 200mg Capsule 10'SItrastar 100mg Capsule 10'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Itrasys 100mg Capsule 4'SItrasys 200mg Capsule 4'SItrasys 400mg Capsule 7'S,Fungal,works by slowing the growth of fungi that cause infection
Itratop 200mg Capsule 10'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Itratuf Oral Solution 100mlItratuf 200mg Capsule 7'SItratuf 100mg Capsule 7'SItratuf 100mg Capsule 10'S,Fungal,it removes bacteria
Itrawok 100mg Capsule 4'SItrawok 200mg Capsule 4'S,Fungal,it reduces growth of fungus
Itrazan 100mg Capsule 4'SItrazan 200mg Capsule 4'S,Fungal,it removes moisture 
Itrazole 200mg Capsule 4'SItrazole 100mg Capsule 4'S,Fungal,treat associated penile thrush (candidal balanitis)
ITREEZ 200mg Capsule 4's,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
ITRENZA 200mg Capsule 3's,Fungal,works by slowing the growth of fungi that cause infection
Itriben 200mg Capsule 10'SItriben 100mg Capsule 10'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Itromed 200mg Capsule 4'SItromed 100mg Capsule 4'S,Fungal,it removes bacteria
Itrostred 200mg Capsule 4'SITROSTRED Dusting Powder 75gmItrostred 100mg Capsule 4'S,Fungal,it reduces growth of fungus
ITSBEST 100mg Capsule 10'sItsbest 100mg Capsule 4'SItsbest 200mg Capsule 4'SItsbest 200Mg Capsule 10'sItsbest 1% Powder 100gm,Fungal,it removes moisture 
Itzhh 200mg Capsule 10'SItzhh 100mg Capsule 4'SItzhh 100mg Capsule 10'S,Fungal,it removes bacteria
Iveomezoled 200mg Injection 500ml,Fungal,it reduces growth of fungus
IYCOTIC Cream 20gmIYCOTIC Tablet 10'sIYCOTIC Lotion 100mlIYCOTIC Shampoo 60ml,Fungal,it removes bacteria
IYCOTIZOL 100mg Capsule 10's,Fungal,it reduces growth of fungus
Jucan 150mg Tablet,Fungal,it removes moisture 
K Terbimax 250mg Tablet 10'S,Fungal,treat associated penile thrush (candidal balanitis)
K2 Lotion 50ml,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Kabifungin 70mg Injection 1mlKabifungin 50mg Injection 1ml,Fungal,works by slowing the growth of fungi that cause infection
Kaifluk 150mg TabletKaifluk 400mg Tablet 4'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Kaitlyn Soap 75gm,Fungal,it removes bacteria
Kansel Dusting Powder 100gm,Fungal,it reduces growth of fungus
Kansel B Cream 20gmKansel B Lotion 30mlKansel B Lotion 15ml,Fungal,it removes moisture 
Kansel DS Lotion 30mlKansel DS Gel 30gm,Fungal,treat associated penile thrush (candidal balanitis)
Kansel IT 100mg Capsule 10'SKansel IT 200mg Capsule 10'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
KELOC Cream 15gm,Fungal,works by slowing the growth of fungi that cause infection
Kenozole 2% Shampoo 60mlKenozole Cream 30gm,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Kenozole B Cream 15gm,Fungal,it removes bacteria
Kentruff Stayon Lotion 50ml,Fungal,it reduces growth of fungus
Kenz Lotion 60mlKenz Soap 75gmKenz Cream 30gmKenz 200mg Tablet 10'S,Fungal,it removes moisture 
Kenz Anti Lice Solution 55ml,Fungal,treat associated penile thrush (candidal balanitis)
Ketafung 2% Cream 100gmKetafung Tablet 10'SKetafung Bar 75gmKetafung 2% Lotion 50mlKetafung Cream 20gm,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
KETO 2% Lotion 50mlKeto 200mg Tablet 10'SKeto Gold Premium Soap 100gmKeto Lotion 15mlKeto Cream 30gmKeto Cream 15gmKeto AZ Lotion 75mlKeto Soap 50gmKeto Dusting Powder 50gmKeto B Lotion 15mlKeto Soap 100gmKETO Lotion 50ml,Fungal,works by slowing the growth of fungi that cause infection
Keto B Cream 10gm,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Keto Gold Soap 100gm,Fungal,it removes bacteria
Ketocip Tablet 10'S,Fungal,it reduces growth of fungus
Ketocure Shampoo 100ml,Fungal,it removes moisture 
Ketofine Cream 15gmKetofine Cream 30gmKetofine Soap 75gm,Fungal,treat associated penile thrush (candidal balanitis)
Ketofly 2% Soap 75gm,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Ketokem Soap 75gmKetokem Shampoo 50ml,Fungal,works by slowing the growth of fungi that cause infection
Ketokol Shampoo 100ml,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Ketol 2% Shampoo 100ml,Fungal,it removes bacteria
Ketomac 2% Cream 30gm,Fungal,it reduces growth of fungus
Ketomed+ Soap 50gm,Fungal,it removes moisture 
Ketonext 2% Cream 100gmKetonext Soap 75gmKetonext 2% Cream 30gm,Fungal,treat associated penile thrush (candidal balanitis)
Ketonite 1% Cream 30gm,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Ketopz Soap 75gm,Fungal,works by slowing the growth of fungi that cause infection
Ketorex Cream 30gm,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Ketoscalp Shampoo 100ml,Fungal,it removes bacteria
Ketoscalp Plus Cream 15gm,Fungal,it reduces growth of fungus
Ketostar Cream 30gmKetostar Soap 50gmKetostar 0.50% Eye Drops 5ml,Fungal,it removes moisture 
Ketostar Antidandruff Lotion 50ml,Fungal,treat associated penile thrush (candidal balanitis)
Ketovate 2% Soap 75gmKetovate Tablet 10'SKetovate Cream 20gmKetovate Shampoo 60ml,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
Ketoven Cream 30gm,Fungal,works by slowing the growth of fungi that cause infection
Ketozole 200mg Tablet 10'S,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
Ketzi Lotion 100ml,Fungal,it removes bacteria
Kevent Soap 75gm,Fungal,it reduces growth of fungus
Kezolin Shampoo 50mlKezolin Gel 100ml,Fungal,it removes moisture 
Konaz 2% Cream 20gmKonaz 200mg Solution 50ml,Fungal,it removes bacteria
Konaz CT Lotion 50ml,Fungal,it reduces growth of fungus
Konaz ZP Lotion 50ml,Fungal,it removes moisture 
Konazed Soap 100gm,Fungal,treat associated penile thrush (candidal balanitis)
Kotrazol 200mg Capsule 4'S,Fungal,"treats tinea cruris (Jock itch), tinea inguinalis, tinea corporis (ringworm), tinea manuum and pityriasis versicolor (fungal infection that causes small patches of skin to become scaly and discoloured)"
KOZIDERMA Soap 75gm,Fungal,works by slowing the growth of fungi that cause infection
KZ Cream 30gmKZ Dusting Powder 100gm,Fungal,treats vaginal infection caused by fungi (vaginal candidiasis)
KZ Plus Lotion 75ml,Fungal,it removes bacteria
L Candi Cream 10gm,Fungal,it reduces growth of fungus
